PortOfEntryDistrict,CountryOfOrigin,ProductCode,DateDiff,Status,Product,SubIndustry,UseCase,ProductState,Source,SeafoodCategory,OriginCity,OriginContinent,SecondaryProcessingOriginCity,ProductType,VesselCheck,StorageCondition,IsSafe
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,2,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AGE45,5,Passed,TUNA,Fish,"Plastic, Synth",Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,-8,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AEE45,-1,Released,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AVE44,4,Passed,TROUT,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AEE45,-2,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Southeast Imports,Thailand,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AEE45,-1,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Acidified,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16ADE45,-2,Passed,TUNA,Fish,Laminated,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,10,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of West Coast Imports,Thailand,16AEE45,2,Released,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Low Acid,No
Division of Northeast Imports,Thailand,16AVE32,4,Passed,SALMON,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE45,2,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE32,4,Passed,SALMON,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Southeast Imports,Thailand,16AEE45,-6,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Thailand,16AEE45,2,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AVE45,2,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Mueang Samut Prakan,Asia,Mueang Samut Prakan,Processed,YES,Contract Sterilizer,No
Division of West Coast Imports,Taiwan,16WEN23,-3,Passed,CONGEE,Mixed Fishery/Seafood Products,Commercially Sterile,Heat Treated,WildCatch,Other Fish,Yunlin,Asia,Yunlin,Processed,YES,Contract Sterilizer,No
Division of Northern Border Imports,Canada,16AGP73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Cultured/Cured,Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,NO,Frozen,
Division of Northern Border Imports,Canada,16AGP73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Cultured/Cured,Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,NO,Frozen,
Division of Northern Border Imports,Canada,16AGD46,0,Passed,TURBOT,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,NO,Frozen,
Division of Northern Border Imports,Canada,16AGP73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Cultured/Cured,Aquaculture,Other Fish,Wheatley,North America,Other,Processed,NO,Contract Sterilizer,
Division of Northern Border Imports,Canada,16AHP73,0,Passed,MACKEREL,Fish,Ntrl/Artfcl Dried,Cultured/Cured,WildCatch,Other Fish,Wheatley,North America,Other,Processed,NO,Contract Sterilizer,
Division of Northern Border Imports,Canada,16AGP73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Cultured/Cured,WildCatch,Other Fish,Wheatley,North America,Other,Frozen,NO,Refrigerated,
Division of Northern Border Imports,Canada,16AGC49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,NO,Refrigerated,
Division of Northern Border Imports,Canada,16AGC49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Wheatley,North America,Other,Frozen,NO,Frozen,
Division of Northern Border Imports,Canada,16AGD49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Wheatley,North America,Other,Processed,NO,Contract Sterilizer,
Division of Northern Border Imports,Canada,16AGC49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",WildCatch,Other Fish,Wheatley,North America,Other,Processed,NO,Low Acid,
Division of Northern Border Imports,Canada,16AGC49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",WildCatch,Other Fish,Wheatley,North America,Other,Processed,NO,Low Acid,
Division of Northern Border Imports,Canada,16AGC49,0,Passed,WHITING,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",WildCatch,Other Fish,Wheatley,North America,Other,Processed,NO,Low Acid,
Division of Northern Border Imports,Canada,16AGC32,0,Passed,SALMON,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",WildCatch,Other Fish,Wheatley,North America,Other,Frozen,NO,Refrigerated,
Division of West Coast Imports,Japan,16AEE15,2,Passed,EEL,Fish,Commercially Sterile,Commercially Sterile,Aquaculture,Other Fish,Incheon,Asia,Ojima,Frozen,NO,Refrigerated,
Division of Southeast Imports,France,16MET14,-2,Examined,SNAILS,Other Aquatic Species,Commercially Sterile,Packaged Food (Not Commercially Sterile),WildCatch,Other Fish,La Riviere-Drugeon,Europe,La Riviere-Drugeon,Processed,NO,Acidified,
Division of Northeast Imports,Taiwan,16MGT03,2,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Taiwan,16XGD99,5,Passed,N.E.C,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Taiwan,16MGD03,5,Passed,SQUID,Other Aquatic Species,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16XGD06,4,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16XGD06,4,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16AGD76,3,Passed,SAURY,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Taiwan,16AGD58,3,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Taiwan,16AGD58,1,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16XGD06,0,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Taiwan,16AGD53,4,Passed,MILKFISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16XGD06,0,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16MGT03,0,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16MGT03,2,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16MGT03,1,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16XGD06,3,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16MGD03,0,Passed,SQUID,Other Aquatic Species,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16XGD06,1,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16XGD06,3,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Southwest Imports,Taiwan,16MGT03,5,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16AGD58,4,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD58,0,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16MGT03,2,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16AGD99,5,Passed,FISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16XGD06,4,Passed,TILAPIA,Aquaculture Harvested Fishery/Seafood Products,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD53,4,Passed,MILKFISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD58,-4,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northern Border Imports,Taiwan,16AGT73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of West Coast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD58,5,Passed,TILAPIA,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northeast Imports,Taiwan,16AGD53,1,Passed,MILKFISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Frozen,YES,Frozen,No
Division of Northern Border Imports,Taiwan,16AGT73,0,Passed,MACKEREL,Fish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Taiwan,16AGD53,3,Passed,MILKFISH,Fish,"Plastic, Synth","Raw, Fresh, Frozen, Natural State",Aquaculture,Other Fish,Kaohsiung City,Asia,Kaohsiung City,Processed,YES,Contract Sterilizer,No
